662	32	32
663	8	52
664	38	22
665	30	100
666	24	30
667	12	60
668	14	83
669	13	92
670	11	58
671	7	17
672	5	65
673	38	97
674	19	21
675	45	30
676	33	76
677	44	52
678	32	75
679	45	37
680	38	74
681	29	27
682	39	37
683	20	54
684	10	96
685	24	86
686	43	68
687	45	38
688	0	79
689	14	79
690	31	64
691	31	11
692	38	79
693	13	95
694	41	14
695	28	52
696	45	46
697	16	96
698	40	11
699	10	81
700	31	39
701	3	68
702	17	49
703	38	3
704	43	17
705	38	69
706	35	32
707	26	92
708	32	72
709	17	6
710	23	28
711	22	46
712	49	84
713	13	16
714	45	99
715	9	80
716	39	53
717	38	18
718	4	17
719	42	84
720	2	96
721	37	32
722	23	46
723	42	74
724	0	78
725	17	11
726	20	26
727	45	23
728	35	6
729	12	88
730	7	3
731	16	44
732	17	8
733	26	3
734	6	46
735	11	24
736	14	23
737	41	77
738	39	67
739	49	95
740	9	34
741	15	47
742	23	40
743	8	18
744	28	14
745	18	90
746	19	49
747	19	67
748	7	8
749	23	17
750	11	2
751	11	55
752	12	48
753	35	47
754	4	29
755	12	25
756	4	9
757	26	6
758	9	47
759	39	15
760	41	45
761	19	2
762	7	58
763	8	4
764	45	56
765	13	56
766	21	79
767	10	79
768	6	84
769	13	46
770	11	73
771	17	18
772	28	44
773	34	64
774	27	87
775	8	57
776	3	5
777	46	87
778	27	75
779	12	12
780	21	3
781	39	76
782	25	67
783	33	50
784	26	74
785	31	47
786	47	26
787	30	83
788	8	4
789	9	24
790	21	97
791	1	100
792	28	77
793	28	6
794	9	4
795	23	33
796	43	13
797	33	82
798	35	11
799	49	97
800	46	79
801	48	83
802	17	66
803	24	22
804	33	98
805	44	52
806	34	31
807	38	2
808	43	38
809	11	5
810	2	66
811	14	92
812	0	81
813	27	84
814	0	41
815	28	6
816	9	82
817	47	66
818	8	88
819	19	85
820	8	41
821	31	36
822	20	36
823	36	18
824	9	42
825	31	39
826	12	50
827	2	54
828	16	73
829	49	60
830	4	2
831	12	3
832	48	94
833	21	67
834	38	77
835	33	43
836	17	70
837	22	7
838	23	44
839	12	7
840	34	11
841	25	61
842	27	98
843	36	43
844	4	44
845	27	90
846	15	49
847	13	77
848	26	7
849	25	88
850	34	61
851	37	48
852	7	24
853	6	97
854	23	17
855	18	65
856	40	87
857	37	66
858	21	70
859	6	11
860	39	77
861	25	24
862	19	14
863	39	70
864	48	90
865	9	90
866	22	12
867	17	60
868	32	48
869	45	7
870	30	18
871	18	58
872	22	20
873	7	68
874	6	53
875	26	15
876	36	9
877	23	53
878	42	92
879	14	68
880	1	40
881	26	4
882	1	15
883	8	63
884	35	52
885	27	83
886	28	79
887	25	39
888	16	48
889	49	1
890	31	49
891	5	24
892	26	24
893	2	14
894	46	45
895	26	65
896	12	3
897	18	8
898	44	76
899	46	50
900	15	66
901	24	94
902	16	60
903	37	85
904	33	13
905	22	64
906	14	100
907	21	21
908	48	68
909	6	43
910	37	88
911	49	7
912	34	46
913	41	54
914	9	22
915	19	98
916	20	36
917	37	52
918	44	88
919	36	83
920	39	4
921	28	36
922	44	58
923	17	79
924	30	2
925	40	2
926	44	44
927	42	4
928	11	61
929	40	19
930	40	6
931	26	27
932	16	64
933	6	17
934	16	63
935	1	76
936	31	32
937	32	62
938	22	49
939	29	99
940	38	56
941	11	36
942	28	57
943	24	2
944	2	42
945	39	78
946	44	99
947	24	77
948	26	82
949	38	86
950	13	12
951	15	85
952	18	73
953	7	69
954	35	16
955	49	74
956	49	23
957	29	11
958	43	30
959	12	83
960	21	81
961	34	87
962	41	61
963	37	45
964	42	3
965	7	24
966	38	72
967	25	86
968	39	37
969	12	20
970	4	84
971	29	93
972	23	8
973	34	40
974	3	94
975	28	49
976	23	70
977	47	44
978	4	25
979	2	51
980	38	29
981	17	88
982	19	87
983	6	53
984	24	9
985	4	54
986	7	79
987	26	83
988	35	64
989	1	60
990	38	65
991	6	45
992	37	46
993	29	78
994	43	41
995	31	100
996	38	1
997	31	12
